gene_id	dogFPKM	geneFPKM	exp_group	RT	tissue
ENSG00000232117.2	0.0	2.475	med	NRT	testis
ENSG00000176261.15	0.0	2.475	med	UND	testis
ENSG00000187658.7	0.0	2.475	med	UND	testis
ENSG00000238098.9	0.0	2.474	med	NRT	testis
ENSG00000247627.2	0.0	2.474	med	NRT	testis
ENSG00000146094.16	0.0	2.4730000000000003	med	NRT	testis
ENSG00000115365.12	0.0	2.472	med	UND	testis
ENSG00000258538.5	0.0	2.472	med	UND	testis
ENSG00000228078.1	0.44	2.4715	med	RT	testis
ENSG00000167535.8	0.0	2.471	med	UND	testis
ENSG00000262333.1	0.0	2.471	med	NRT	testis
ENSG00000198833.7	0.35	2.47	med	RT	testis
ENSG00000125319.15	0.395	2.4695	med	RT	testis
ENSG00000227098.2	0.0	2.4690000000000003	med	NRT	testis
ENSG00000277948.1	0.0	2.469	med	NRT	testis
ENSG00000281420.1	0.0	2.469	med	UND	testis
ENSG00000160284.15	0.77	2.4684999999999997	med	RT	testis
ENSG00000269918.1	0.0	2.468	med	NRT	testis
ENSG00000064763.11	0.0	2.468	med	UND	testis
ENSG00000284407.1	0.0	2.468	med	NRT	testis
ENSG00000130703.17	0.475	2.467	med	RT	testis
ENSG00000152661.9	0.0	2.467	med	NRT	testis
ENSG00000055130.17	3.21	2.466	med	RT	testis
ENSG00000238107.1	0.0	2.466	med	NRT	testis
ENSG00000173175.15	0.58	2.465	med	RT	testis
ENSG00000261898.2	0.0	2.465	med	NRT	testis
ENSG00000261046.1	0.5	2.4645	med	RT	testis
ENSG00000004779.10	0.44	2.464	med	RT	testis
ENSG00000260360.1	0.47	2.463	med	RT	testis
ENSG00000072501.19	0.34	2.463	med	RT	testis
ENSG00000136522.14	0.0	2.463	med	UND	testis
ENSG00000170584.11	0.0	2.462	med	UND	testis
ENSG00000130158.14	0.0	2.462	med	NRT	testis
ENSG00000105429.13	0.0	2.4615	med	NRT	testis
ENSG00000276003.1	0.0	2.461	med	NRT	testis
ENSG00000283621.1	0.0	2.461	med	NRT	testis
ENSG00000229086.5	0.0	2.461	med	NRT	testis
ENSG00000270659.1	0.625	2.461	med	RT	testis
ENSG00000116353.16	0.23500000000000001	2.46	med	RT	testis
ENSG00000258908.1	0.0	2.4595000000000002	med	UND	testis
ENSG00000285772.1	0.0	2.459	med	NRT	testis
ENSG00000256699.1	0.0	2.4585	med	UND	testis
ENSG00000200795.1	0.0	2.458	med	NRT	testis
ENSG00000163808.17	0.0	2.458	med	NRT	testis
ENSG00000284284.1	0.0	2.457	med	NRT	testis
ENSG00000138399.18	0.0	2.457	med	UND	testis
ENSG00000229060.4	0.0	2.4565	med	UND	testis
ENSG00000267059.2	0.0	2.455	med	NRT	testis
ENSG00000154582.17	0.0	2.455	med	NRT	testis
ENSG00000107738.20	0.0	2.455	med	UND	testis
ENSG00000086189.11	0.0	2.455	med	NRT	testis
ENSG00000102974.16	0.0	2.455	med	NRT	testis
ENSG00000135108.15	0.0	2.455	med	UND	testis
ENSG00000230295.1	2.105	2.454	med	RT	testis
ENSG00000254866.2	0.0	2.454	med	UND	testis
ENSG00000226622.6	0.0	2.454	med	NRT	testis
ENSG00000241211.1	0.0	2.4539999999999997	med	UND	testis
ENSG00000103154.10	0.0	2.4539999999999997	med	NRT	testis
ENSG00000126012.12	0.34	2.4530000000000003	med	RT	testis
ENSG00000188313.13	0.28	2.4530000000000003	med	RT	testis
ENSG00000277075.2	0.0	2.4530000000000003	med	NRT	testis
ENSG00000146576.13	0.0	2.4530000000000003	med	NRT	testis
ENSG00000181126.13	0.4	2.452	med	RT	testis
ENSG00000279672.1	0.0	2.452	med	NRT	testis
ENSG00000215288.5	0.0	2.452	med	NRT	testis
ENSG00000186594.14	0.0	2.452	med	NRT	testis
ENSG00000167536.14	0.0	2.452	med	NRT	testis
ENSG00000240494.2	0.0	2.452	med	UND	testis
ENSG00000112118.20	0.0	2.451	med	NRT	testis
ENSG00000106733.21	0.0	2.451	med	NRT	testis
ENSG00000267248.3	0.0	2.4505	med	NRT	testis
ENSG00000266969.1	0.0	2.45	med	UND	testis
ENSG00000261251.1	0.0	2.449	med	UND	testis
ENSG00000284830.1	0.0	2.448	med	NRT	testis
ENSG00000259158.4	0.0	2.448	med	NRT	testis
ENSG00000234444.10	0.53	2.448	med	RT	testis
ENSG00000264350.1	0.0	2.4475	med	NRT	testis
ENSG00000198131.14	0.0	2.4475	med	NRT	testis
ENSG00000185129.8	0.0	2.447	med	NRT	testis
ENSG00000133519.12	0.38	2.4465	med	RT	testis
ENSG00000125352.6	0.0	2.4459999999999997	med	NRT	testis
ENSG00000270393.1	0.0	2.4455	med	UND	testis
ENSG00000274500.1	0.0	2.4455	med	NRT	testis
ENSG00000276753.1	0.0	2.4450000000000003	med	NRT	testis
ENSG00000255850.2	0.0	2.445	med	UND	testis
ENSG00000257137.7	0.0	2.445	med	NRT	testis
ENSG00000125888.15	0.885	2.445	med	RT	testis
ENSG00000249818.2	0.0	2.444	med	NRT	testis
ENSG00000152219.5	0.79	2.444	med	RT	testis
ENSG00000204616.11	0.64	2.443	med	RT	testis
ENSG00000231587.1	0.0	2.443	med	NRT	testis
ENSG00000167103.12	0.39	2.443	med	RT	testis
ENSG00000223993.2	0.58	2.4425	med	RT	testis
ENSG00000160188.10	0.0	2.4425	med	NRT	testis
ENSG00000101457.13	0.0	2.442	med	NRT	testis
ENSG00000256196.2	0.0	2.442	med	UND	testis
ENSG00000169314.15	0.0	2.442	med	UND	testis
ENSG00000278851.1	0.0	2.442	med	NRT	testis
ENSG00000268797.1	0.0	2.4415	med	NRT	testis
ENSG00000162522.11	0.0	2.441	med	UND	testis
ENSG00000053438.11	0.0	2.441	med	UND	testis
ENSG00000286911.1	0.0	2.441	med	NRT	testis
ENSG00000163214.21	0.0	2.441	med	NRT	testis
ENSG00000277681.1	0.0	2.4400000000000004	med	NRT	testis
ENSG00000221420.2	0.0	2.439	med	NRT	testis
ENSG00000260018.1	0.0	2.439	med	NRT	testis
ENSG00000269952.1	0.0	2.439	med	NRT	testis
ENSG00000070081.17	0.0	2.438	med	NRT	testis
ENSG00000143110.12	0.0	2.438	med	NRT	testis
ENSG00000104381.14	0.0	2.438	med	NRT	testis
ENSG00000182578.14	0.0	2.4375	med	UND	testis
ENSG00000167074.15	0.0	2.4375	med	NRT	testis
ENSG00000107104.20	0.0	2.437	med	NRT	testis
ENSG00000184148.4	0.0	2.437	med	NRT	testis
ENSG00000112304.11	0.0	2.437	med	NRT	testis
ENSG00000149269.10	0.0	2.437	med	NRT	testis
ENSG00000278385.1	0.0	2.436	med	NRT	testis
ENSG00000143315.8	0.0	2.436	med	NRT	testis
ENSG00000137693.14	0.0	2.435	med	NRT	testis
ENSG00000286087.1	0.0	2.4345	med	UND	testis
ENSG00000232677.9	0.0	2.434	med	NRT	testis
ENSG00000233131.1	0.44	2.434	med	RT	testis
ENSG00000272986.1	0.0	2.434	med	NRT	testis
ENSG00000179981.11	0.0	2.4320000000000004	med	NRT	testis
ENSG00000228412.9	0.18	2.432	med	RT	testis
ENSG00000169902.15	0.0	2.432	med	UND	testis
ENSG00000043514.17	0.41500000000000004	2.431	med	RT	testis
ENSG00000286382.1	0.0	2.431	med	NRT	testis
ENSG00000078304.19	0.0	2.431	med	NRT	testis
ENSG00000231883.1	0.0	2.43	med	NRT	testis
ENSG00000287966.1	0.0	2.43	med	UND	testis
ENSG00000249631.6	0.0	2.4299999999999997	med	NRT	testis
ENSG00000269427.1	0.0	2.4295	med	UND	testis
ENSG00000100139.14	0.0	2.4295	med	NRT	testis
ENSG00000144362.12	0.0	2.4290000000000003	med	NRT	testis
ENSG00000261552.1	0.0	2.428	med	UND	testis
ENSG00000287490.1	0.0	2.428	med	NRT	testis
ENSG00000242622.2	0.0	2.428	med	NRT	testis
ENSG00000168806.8	0.0	2.428	med	NRT	testis
ENSG00000188133.6	0.17	2.427	med	RT	testis
ENSG00000244953.1	0.0	2.427	med	UND	testis
ENSG00000182175.14	0.215	2.426	med	RT	testis
ENSG00000135775.14	0.0	2.426	med	NRT	testis
ENSG00000161647.19	0.45	2.426	med	RT	testis
ENSG00000269139.2	0.0	2.4245	med	UND	testis
ENSG00000217555.13	0.0	2.424	med	NRT	testis
ENSG00000005175.10	0.0	2.424	med	NRT	testis
ENSG00000226938.1	0.0	2.424	med	UND	testis
ENSG00000105339.11	0.57	2.423	med	RT	testis
ENSG00000256100.1	0.0	2.423	med	NRT	testis
ENSG00000258708.1	0.0	2.423	med	NRT	testis
ENSG00000229808.1	0.0	2.423	med	NRT	testis
ENSG00000261033.1	0.0	2.422	med	NRT	testis
ENSG00000162062.15	0.0	2.422	med	UND	testis
ENSG00000260121.1	0.0	2.422	med	UND	testis
ENSG00000202512.1	0.0	2.422	med	UND	testis
ENSG00000163961.4	0.43	2.421	med	RT	testis
ENSG00000281348.1	0.0	2.421	med	NRT	testis
ENSG00000121152.10	0.0	2.421	med	NRT	testis
ENSG00000180438.15	0.23	2.42	med	RT	testis
ENSG00000186260.17	0.0	2.42	med	NRT	testis
ENSG00000257950.3	0.0	2.42	med	NRT	testis
ENSG00000264539.1	0.0	2.42	med	NRT	testis
ENSG00000163558.13	0.0	2.419	med	NRT	testis
ENSG00000129535.13	0.0	2.418	med	UND	testis
ENSG00000265252.1	0.0	2.418	med	NRT	testis
ENSG00000109618.13	0.37	2.418	med	RT	testis
ENSG00000180628.15	0.0	2.418	med	NRT	testis
ENSG00000102178.13	0.0	2.417	med	NRT	testis
ENSG00000232032.1	0.0	2.417	med	NRT	testis
ENSG00000174718.12	0.565	2.416	med	RT	testis
ENSG00000213221.5	0.0	2.415	med	UND	testis
ENSG00000120696.9	0.0	2.415	med	NRT	testis
ENSG00000246889.2	0.0	2.415	med	UND	testis
ENSG00000196456.13	0.0	2.414	med	NRT	testis
ENSG00000196586.16	0.0	2.414	med	UND	testis
ENSG00000257199.2	0.35	2.4130000000000003	med	RT	testis
ENSG00000171060.11	0.0	2.4130000000000003	med	UND	testis
ENSG00000248712.7	0.0	2.4130000000000003	med	UND	testis
ENSG00000070047.13	0.0	2.4130000000000003	med	UND	testis
ENSG00000273055.1	0.0	2.412	med	UND	testis
ENSG00000259172.1	0.0	2.412	med	UND	testis
ENSG00000128408.9	0.39	2.412	med	RT	testis
ENSG00000174238.15	0.0	2.412	med	NRT	testis
ENSG00000167447.13	0.0	2.4115	med	NRT	testis
ENSG00000270482.1	0.41000000000000003	2.411	med	RT	testis
ENSG00000100865.15	0.0	2.411	med	UND	testis
ENSG00000267670.1	0.0	2.411	med	UND	testis
ENSG00000100483.14	0.83	2.41	med	RT	testis
ENSG00000268129.1	0.0	2.41	med	NRT	testis
ENSG00000111783.13	0.0	2.41	med	UND	testis
ENSG00000131002.12	0.48	2.41	med	RT	testis
ENSG00000251533.2	0.0	2.41	med	NRT	testis
ENSG00000138750.15	0.0	2.4090000000000003	med	NRT	testis
ENSG00000286079.1	0.0	2.4090000000000003	med	NRT	testis
ENSG00000279818.1	0.0	2.408	med	NRT	testis
ENSG00000255248.9	0.0	2.408	med	NRT	testis
ENSG00000214827.11	0.0	2.408	med	NRT	testis
ENSG00000157796.18	0.0	2.407	med	NRT	testis
ENSG00000286278.1	0.635	2.407	med	RT	testis
ENSG00000249042.6	0.0	2.407	med	UND	testis
ENSG00000119650.13	1.04	2.407	med	RT	testis
ENSG00000239617.1	0.545	2.4065	med	RT	testis
ENSG00000198028.4	1.4449999999999998	2.406	med	RT	testis
ENSG00000237580.1	0.0	2.406	med	NRT	testis
ENSG00000184368.16	0.0	2.4055	med	NRT	testis
ENSG00000280798.1	0.0	2.405	med	NRT	testis
ENSG00000159208.16	0.0	2.404	med	NRT	testis
ENSG00000136146.15	0.31	2.404	med	RT	testis
ENSG00000196705.8	0.48	2.404	med	RT	testis
ENSG00000288577.1	0.6	2.403	med	RT	testis
ENSG00000003137.9	0.51	2.402	med	RT	testis
ENSG00000233155.1	0.0	2.402	med	NRT	testis
ENSG00000286393.1	0.59	2.402	med	RT	testis
ENSG00000147592.9	0.0	2.401	med	UND	testis
ENSG00000148019.14	0.0	2.401	med	NRT	testis
ENSG00000287959.1	0.0	2.4005	med	UND	testis
ENSG00000100105.18	0.0	2.4005	med	NRT	testis
ENSG00000227375.6	0.555	2.4	med	RT	testis
ENSG00000246863.2	0.0	2.3994999999999997	med	NRT	testis
ENSG00000269321.1	0.0	2.399	med	UND	testis
ENSG00000259353.1	0.0	2.399	med	UND	testis
ENSG00000075651.16	0.215	2.399	med	RT	testis
ENSG00000125900.13	0.0	2.399	med	NRT	testis
ENSG00000280002.1	0.0	2.398	med	UND	testis
ENSG00000064225.12	0.0	2.398	med	UND	testis
ENSG00000269699.6	0.0	2.3979999999999997	med	UND	testis
ENSG00000270607.1	0.0	2.3970000000000002	med	NRT	testis
ENSG00000204392.11	0.0	2.397	med	NRT	testis
ENSG00000163875.16	0.0	2.397	med	NRT	testis
ENSG00000273885.1	0.0	2.396	med	NRT	testis
ENSG00000253447.6	0.0	2.396	med	UND	testis
ENSG00000124160.12	0.0	2.3955	med	UND	testis
ENSG00000136717.15	0.0	2.395	med	NRT	testis
ENSG00000273230.1	0.0	2.395	med	NRT	testis
ENSG00000249180.1	0.0	2.395	med	UND	testis
ENSG00000183077.15	0.0	2.3945	med	NRT	testis
ENSG00000267352.1	0.0	2.3945	med	NRT	testis
ENSG00000181800.6	0.0	2.394	med	UND	testis
ENSG00000130943.7	0.71	2.3935	med	RT	testis
ENSG00000101052.13	0.0	2.393	med	NRT	testis
ENSG00000130783.14	0.0	2.393	med	NRT	testis
ENSG00000146242.9	0.0	2.393	med	NRT	testis
ENSG00000231305.4	0.0	2.393	med	NRT	testis
ENSG00000136152.15	0.0	2.392	med	NRT	testis
ENSG00000275939.1	0.0	2.391	med	NRT	testis
ENSG00000131351.15	0.0	2.391	med	NRT	testis
ENSG00000175866.15	0.0	2.391	med	UND	testis
ENSG00000025800.14	0.0	2.391	med	NRT	testis
ENSG00000284024.4	0.0	2.391	med	NRT	testis
ENSG00000122882.11	0.0	2.391	med	UND	testis
ENSG00000070367.16	0.0	2.391	med	NRT	testis
ENSG00000118804.9	0.0	2.391	med	UND	testis
ENSG00000100307.13	0.26	2.3905000000000003	med	RT	testis
ENSG00000283050.2	1.55	2.39	med	RT	testis
ENSG00000239300.6	0.0	2.39	med	UND	testis
ENSG00000263050.1	0.0	2.39	med	NRT	testis
ENSG00000233121.1	1.14	2.3895	med	RT	testis
ENSG00000131174.7	0.0	2.3895	med	NRT	testis
ENSG00000214265.11	0.0	2.389	med	NRT	testis
ENSG00000271945.2	0.0	2.3885	med	NRT	testis
ENSG00000029725.17	0.0	2.388	med	UND	testis
ENSG00000161040.16	1.21	2.388	med	RT	testis
ENSG00000075539.15	0.0	2.388	med	NRT	testis
ENSG00000280081.4	0.77	2.3875	med	RT	testis
ENSG00000287324.1	1.59	2.3875	med	RT	testis
ENSG00000273058.2	0.0	2.387	med	NRT	testis
ENSG00000136378.15	0.0	2.387	med	NRT	testis
ENSG00000128534.8	1.0	2.386	med	RT	testis
ENSG00000261519.3	0.0	2.386	med	NRT	testis
ENSG00000284139.1	0.0	2.386	med	NRT	testis
ENSG00000259352.1	0.0	2.386	med	UND	testis
ENSG00000267322.2	0.0	2.385	med	UND	testis
ENSG00000231856.2	0.0	2.385	med	UND	testis
ENSG00000133961.20	0.0	2.385	med	NRT	testis
ENSG00000232818.2	0.0	2.384	med	UND	testis
ENSG00000213782.7	0.925	2.384	med	RT	testis
ENSG00000234394.8	0.0	2.3835	med	NRT	testis
ENSG00000050438.17	0.0	2.383	med	NRT	testis
ENSG00000132563.16	0.84	2.383	med	RT	testis
ENSG00000267491.1	0.0	2.383	med	NRT	testis
ENSG00000186471.13	0.0	2.3825000000000003	med	UND	testis
ENSG00000277969.1	0.0	2.3825000000000003	med	NRT	testis
ENSG00000274552.1	0.0	2.382	med	NRT	testis
ENSG00000228451.4	0.25	2.382	med	RT	testis
ENSG00000165355.7	0.77	2.382	med	RT	testis
ENSG00000176840.12	0.0	2.382	med	NRT	testis
ENSG00000276550.4	0.0	2.3810000000000002	med	NRT	testis
ENSG00000267633.1	0.0	2.381	med	NRT	testis
ENSG00000204849.10	0.0	2.379	med	NRT	testis
ENSG00000112282.18	0.0	2.379	med	NRT	testis
ENSG00000271171.3	1.86	2.379	med	RT	testis
ENSG00000198353.8	0.0	2.379	med	NRT	testis
ENSG00000010278.15	0.82	2.379	med	RT	testis
ENSG00000130684.14	0.0	2.3785	med	UND	testis
ENSG00000137055.15	0.0	2.378	med	NRT	testis
ENSG00000225891.2	0.0	2.377	med	UND	testis
ENSG00000255455.2	0.0	2.377	med	NRT	testis
ENSG00000287261.1	0.9199999999999999	2.377	med	RT	testis
ENSG00000159596.7	0.0	2.376	med	UND	testis
ENSG00000119979.18	0.0	2.376	med	UND	testis
ENSG00000172349.17	0.0	2.376	med	NRT	testis
ENSG00000163794.6	0.0	2.376	med	UND	testis
ENSG00000284966.3	0.0	2.376	med	UND	testis
ENSG00000226979.9	0.0	2.376	med	NRT	testis
ENSG00000119929.13	0.0	2.375	med	NRT	testis
ENSG00000271682.1	0.71	2.3745000000000003	med	RT	testis
ENSG00000265069.1	0.0	2.374	med	UND	testis
ENSG00000287561.1	0.0	2.3739999999999997	med	NRT	testis
ENSG00000257529.5	0.0	2.373	med	NRT	testis
ENSG00000206562.12	0.0	2.373	med	NRT	testis
ENSG00000174485.16	0.0	2.372	med	NRT	testis
ENSG00000119203.14	0.0	2.372	med	NRT	testis
ENSG00000181524.6	0.0	2.371	med	NRT	testis
ENSG00000256861.1	0.0	2.371	med	NRT	testis
ENSG00000275180.1	0.0	2.371	med	NRT	testis
ENSG00000237380.7	0.0	2.371	med	UND	testis
ENSG00000235760.4	0.0	2.3705	med	NRT	testis
ENSG00000273265.1	0.0	2.37	med	UND	testis
ENSG00000197381.16	0.0	2.37	med	NRT	testis
ENSG00000182704.8	0.965	2.37	med	RT	testis
ENSG00000124164.16	0.0	2.37	med	NRT	testis
ENSG00000228175.3	0.0	2.369	med	NRT	testis
ENSG00000272897.5	0.0	2.3685	med	NRT	testis
ENSG00000214646.8	2.59	2.3685	med	RT	testis
ENSG00000111615.14	0.0	2.3680000000000003	med	NRT	testis
ENSG00000106367.15	0.0	2.3680000000000003	med	UND	testis
ENSG00000136883.14	0.22	2.3680000000000003	med	RT	testis
ENSG00000139899.11	0.625	2.367	med	RT	testis
ENSG00000013375.16	0.0	2.367	med	UND	testis
ENSG00000139697.14	0.0	2.367	med	NRT	testis
ENSG00000186272.13	0.0	2.3665000000000003	med	NRT	testis
ENSG00000167925.16	0.0	2.3665000000000003	med	NRT	testis
ENSG00000035681.9	0.0	2.366	med	UND	testis
ENSG00000111450.14	0.0	2.366	med	NRT	testis
ENSG00000234465.11	0.0	2.365	med	UND	testis
ENSG00000288640.1	0.0	2.365	med	NRT	testis
ENSG00000260236.1	0.74	2.365	med	RT	testis
ENSG00000253683.1	0.0	2.364	med	UND	testis
ENSG00000204520.14	0.0	2.363	med	NRT	testis
ENSG00000069424.15	0.0	2.363	med	UND	testis
ENSG00000233277.1	0.0	2.362	med	NRT	testis
ENSG00000261606.5	0.0	2.362	med	NRT	testis
ENSG00000199631.1	0.0	2.3615000000000004	med	NRT	testis
ENSG00000111605.18	0.0	2.361	med	NRT	testis
ENSG00000160199.15	0.37	2.3609999999999998	med	RT	testis
ENSG00000160113.6	0.0	2.3605	med	NRT	testis
ENSG00000225334.3	0.0	2.3605	med	NRT	testis
ENSG00000232119.8	0.27	2.36	med	RT	testis
ENSG00000287073.1	0.0	2.359	med	NRT	testis
ENSG00000147144.13	0.0	2.3585000000000003	med	UND	testis
ENSG00000286078.1	0.0	2.358	med	UND	testis
ENSG00000203804.5	0.0	2.358	med	UND	testis
ENSG00000287541.1	0.0	2.358	med	NRT	testis
ENSG00000189058.9	0.0	2.358	med	NRT	testis
ENSG00000035928.16	0.0	2.358	med	UND	testis
ENSG00000202313.1	0.0	2.358	med	NRT	testis
ENSG00000254676.1	0.0	2.357	med	NRT	testis
ENSG00000204253.4	0.0	2.357	med	NRT	testis
ENSG00000205060.11	0.33	2.357	med	RT	testis
ENSG00000269177.1	0.0	2.3565	med	NRT	testis
ENSG00000263388.1	0.0	2.356	med	UND	testis
ENSG00000185386.15	0.0	2.356	med	NRT	testis
ENSG00000228144.2	0.0	2.356	med	NRT	testis
ENSG00000159733.14	0.8	2.356	med	RT	testis
ENSG00000178691.11	1.79	2.354	med	RT	testis
ENSG00000286001.1	0.0	2.354	med	NRT	testis
ENSG00000169752.17	0.0	2.354	med	UND	testis
ENSG00000103546.18	0.0	2.354	med	NRT	testis
ENSG00000175414.7	0.0	2.354	med	UND	testis
ENSG00000166452.12	0.0	2.353	med	UND	testis
ENSG00000100181.22	0.0	2.352	med	NRT	testis
ENSG00000105419.18	0.0	2.352	med	NRT	testis
ENSG00000260167.1	0.0	2.351	med	UND	testis
ENSG00000102870.6	0.99	2.351	med	RT	testis
ENSG00000133460.19	0.0	2.3505000000000003	med	NRT	testis
ENSG00000257913.2	0.0	2.35	med	UND	testis
ENSG00000235881.2	2.2199999999999998	2.35	med	RT	testis
ENSG00000189401.3	0.0	2.349	med	NRT	testis
ENSG00000100721.11	0.0	2.349	med	NRT	testis
ENSG00000254811.5	0.0	2.3485	med	NRT	testis
ENSG00000163900.11	0.0	2.3480000000000003	med	UND	testis
ENSG00000265148.6	0.0	2.348	med	UND	testis
ENSG00000052723.12	0.0	2.347	med	NRT	testis
ENSG00000166439.6	0.0	2.347	med	UND	testis
ENSG00000179859.10	0.0	2.347	med	UND	testis
ENSG00000226137.5	0.0	2.3465	med	NRT	testis
ENSG00000258754.8	0.0	2.3465	med	NRT	testis
ENSG00000158411.11	0.0	2.346	med	UND	testis
ENSG00000196810.5	0.0	2.346	med	NRT	testis
ENSG00000008256.16	0.0	2.345	med	UND	testis
ENSG00000116221.15	0.0	2.345	med	UND	testis
ENSG00000267567.1	0.0	2.3449999999999998	med	NRT	testis
ENSG00000183386.10	0.55	2.344	med	RT	testis
ENSG00000185596.16	0.0	2.344	med	UND	testis
ENSG00000269901.1	0.0	2.344	med	UND	testis
ENSG00000177105.10	0.0	2.344	med	UND	testis
ENSG00000077514.9	0.0	2.344	med	NRT	testis
ENSG00000206053.13	0.43	2.343	med	RT	testis
ENSG00000279049.1	0.0	2.342	med	UND	testis
ENSG00000166189.8	0.0	2.342	med	NRT	testis
ENSG00000205129.8	0.0	2.342	med	UND	testis
ENSG00000275835.5	0.3	2.342	med	RT	testis
ENSG00000272886.6	0.0	2.341	med	NRT	testis
ENSG00000240219.1	0.0	2.341	med	NRT	testis
ENSG00000242071.3	0.0	2.34	med	NRT	testis
ENSG00000197345.13	0.0	2.34	med	NRT	testis
ENSG00000198860.14	0.0	2.339	med	NRT	testis
ENSG00000214842.5	0.0	2.3385	med	NRT	testis
ENSG00000197057.10	0.0	2.338	med	NRT	testis
ENSG00000180479.14	0.0	2.338	med	UND	testis
ENSG00000223587.2	0.0	2.338	med	NRT	testis
ENSG00000135625.8	0.0	2.3375000000000004	med	NRT	testis
ENSG00000253250.3	0.0	2.337	med	UND	testis
ENSG00000237919.5	0.0	2.337	med	NRT	testis
ENSG00000175213.3	0.52	2.337	med	RT	testis
ENSG00000129534.14	0.0	2.336	med	NRT	testis
ENSG00000241336.2	0.545	2.335	med	RT	testis
ENSG00000125386.16	0.57	2.335	med	RT	testis
ENSG00000153485.6	0.0	2.335	med	NRT	testis
ENSG00000265354.4	0.0	2.334	med	UND	testis
ENSG00000249565.2	0.0	2.3335	med	NRT	testis
ENSG00000105357.19	0.0	2.333	med	NRT	testis
ENSG00000189410.12	0.0	2.333	med	NRT	testis
ENSG00000077238.14	0.0	2.333	med	NRT	testis
ENSG00000185085.2	0.0	2.332	med	NRT	testis
ENSG00000150403.18	0.25	2.332	med	RT	testis
ENSG00000008283.16	0.0	2.3315	med	NRT	testis
ENSG00000207051.1	0.0	2.331	med	NRT	testis
ENSG00000227477.1	0.0	2.3305	med	NRT	testis
ENSG00000182718.18	0.0	2.3305	med	NRT	testis
ENSG00000135148.12	1.72	2.33	med	RT	testis
ENSG00000160216.21	0.0	2.3295000000000003	med	NRT	testis
ENSG00000139718.11	0.0	2.329	med	NRT	testis
ENSG00000096433.11	0.0	2.329	med	NRT	testis
ENSG00000232524.1	0.0	2.3289999999999997	med	NRT	testis
ENSG00000160882.13	0.0	2.3285	med	UND	testis
ENSG00000285856.1	0.0	2.3280000000000003	med	UND	testis
ENSG00000244295.2	0.0	2.3280000000000003	med	NRT	testis
ENSG00000260616.6	0.0	2.3280000000000003	med	UND	testis
ENSG00000258630.3	0.43	2.327	med	RT	testis
ENSG00000188425.4	0.0	2.327	med	NRT	testis
ENSG00000267023.5	1.53	2.3265000000000002	med	RT	testis
ENSG00000275996.1	0.0	2.326	med	NRT	testis
ENSG00000092929.12	0.0	2.3255	med	UND	testis
ENSG00000266509.1	0.0	2.3255	med	UND	testis
ENSG00000138061.12	0.0	2.325	med	NRT	testis
ENSG00000259366.1	0.0	2.325	med	NRT	testis
ENSG00000283426.1	0.0	2.325	med	NRT	testis
ENSG00000275202.1	0.62	2.325	med	RT	testis
ENSG00000256150.2	0.0	2.325	med	UND	testis
ENSG00000125354.24	0.0	2.325	med	NRT	testis
ENSG00000198003.12	0.0	2.3245000000000005	med	NRT	testis
ENSG00000156931.16	1.6949999999999998	2.324	med	RT	testis
ENSG00000256678.1	0.575	2.324	med	RT	testis
ENSG00000089916.18	0.0	2.324	med	NRT	testis
ENSG00000267372.2	1.35	2.3235	med	RT	testis
ENSG00000225640.1	0.0	2.3230000000000004	med	NRT	testis
ENSG00000133111.4	0.0	2.322	med	NRT	testis
ENSG00000235016.1	0.0	2.322	med	UND	testis
ENSG00000268078.1	0.0	2.322	med	NRT	testis
ENSG00000186019.11	0.0	2.3200000000000003	med	UND	testis
ENSG00000157764.14	0.0	2.32	med	NRT	testis
ENSG00000153208.17	0.0	2.3194999999999997	med	NRT	testis
ENSG00000250959.2	1.065	2.319	med	RT	testis
ENSG00000283199.3	0.93	2.319	med	RT	testis
ENSG00000207332.1	0.0	2.319	med	NRT	testis
ENSG00000267340.1	0.0	2.319	med	NRT	testis
ENSG00000235954.7	0.0	2.3185000000000002	med	NRT	testis
ENSG00000272911.1	0.0	2.318	med	UND	testis
ENSG00000261120.1	0.0	2.318	med	NRT	testis
ENSG00000274111.1	0.0	2.318	med	NRT	testis
ENSG00000266283.1	0.0	2.317	med	UND	testis
ENSG00000236036.2	0.0	2.3155	med	NRT	testis
ENSG00000276855.1	0.34	2.315	med	RT	testis
ENSG00000168092.14	0.0	2.315	med	NRT	testis
ENSG00000095739.11	0.0	2.314	med	NRT	testis
ENSG00000206680.1	0.0	2.314	med	NRT	testis
ENSG00000121897.15	0.0	2.314	med	NRT	testis
ENSG00000229186.4	0.0	2.314	med	NRT	testis
ENSG00000271830.1	0.0	2.314	med	NRT	testis
ENSG00000267834.1	0.0	2.313	med	NRT	testis
ENSG00000039560.14	0.69	2.313	med	RT	testis
ENSG00000007062.12	0.0	2.313	med	NRT	testis
ENSG00000207207.1	0.0	2.3129999999999997	med	NRT	testis
ENSG00000125870.11	0.0	2.3120000000000003	med	NRT	testis
ENSG00000233713.2	0.48	2.3120000000000003	med	RT	testis
ENSG00000287079.1	0.0	2.312	med	NRT	testis
ENSG00000113583.8	0.0	2.312	med	NRT	testis
ENSG00000267571.1	0.0	2.312	med	UND	testis
ENSG00000273925.1	0.0	2.3114999999999997	med	NRT	testis
ENSG00000054118.15	0.0	2.311	med	NRT	testis
ENSG00000001084.13	0.0	2.3105	med	NRT	testis
