gene_id	dogFPKM	geneFPKM	exp_group	RT	tissue
ENSG00000163631.17	5.66	6144.27	high	RT	liver
ENSG00000118137.10	0.0	3413.672	high	UND	liver
ENSG00000248527.1	0.0	2983.837	high	NRT	liver
ENSG00000158874.11	0.0	2297.46	high	UND	liver
ENSG00000087086.15	0.0	2066.895	high	UND	liver
ENSG00000125730.17	7.63	2000.563	high	RT	liver
ENSG00000257017.9	0.0	1724.285	high	UND	liver
ENSG00000110245.12	1.5	1488.5510000000002	high	RT	liver
ENSG00000197249.14	17.49	1344.49	high	RT	liver
ENSG00000229314.5	3.02	1021.578	high	RT	liver
ENSG00000171560.16	3.05	981.993	high	RT	liver
ENSG00000234906.11	0.0	936.854	high	NRT	liver
ENSG00000109072.14	0.0	859.813	high	NRT	liver
ENSG00000130649.10	0.0	793.7919999999999	high	UND	liver
ENSG00000283842.1	0.0	791.578	high	NRT	liver
ENSG00000125148.7	0.0	746.933	high	UND	liver
ENSG00000130203.10	0.0	716.2639999999999	high	NRT	liver
ENSG00000130208.9	6.76	687.806	high	RT	liver
ENSG00000243649.9	0.0	663.3330000000001	high	UND	liver
ENSG00000262831.1	0.0	654.149	high	UND	liver
ENSG00000156508.19	0.0	626.979	high	NRT	liver
ENSG00000160862.13	0.0	615.0740000000001	high	NRT	liver
ENSG00000171557.17	52.86	614.725	high	RT	liver
ENSG00000169738.8	0.0	581.573	high	UND	liver
ENSG00000269968.1	0.0	581.187	high	UND	liver
ENSG00000245532.9	0.0	574.808	high	NRT	liver
ENSG00000132703.4	9.47	563.331	high	RT	liver
ENSG00000265401.1	0.0	548.97	high	UND	liver
ENSG00000075624.17	0.0	536.07	high	NRT	liver
ENSG00000110169.11	11.274999999999999	533.2819999999999	high	RT	liver
ENSG00000171564.12	3.02	488.751	high	RT	liver
ENSG00000121410.12	0.0	472.644	high	UND	liver
ENSG00000225630.1	0.0	431.366	high	NRT	liver
ENSG00000055955.17	1.9849999999999999	419.4380000000001	high	RT	liver
ENSG00000091513.16	0.0	378.574	high	NRT	liver
ENSG00000172482.5	1.865	370.371	high	RT	liver
ENSG00000138207.14	0.0	364.38	high	UND	liver
ENSG00000151224.13	9.37	359.50199999999995	high	RT	liver
ENSG00000170315.14	10.64	357.60900000000004	high	RT	liver
ENSG00000136872.20	2.29	355.22900000000004	high	RT	liver
ENSG00000273171.1	0.0	347.582	high	NRT	liver
ENSG00000118271.12	38.38	337.86800000000005	high	RT	liver
ENSG00000111640.15	0.0	334.23400000000004	high	UND	liver
ENSG00000120885.22	0.405	332.652	high	RT	liver
ENSG00000240409.1	0.0	332.11	high	NRT	liver
ENSG00000072778.20	0.0	324.907	high	UND	liver
ENSG00000132693.12	31.44	320.902	high	RT	liver
ENSG00000255974.8	0.0	320.10200000000003	high	UND	liver
ENSG00000169136.12	0.0	301.377	high	UND	liver
ENSG00000110651.12	9.75	295.401	high	RT	liver
ENSG00000142089.17	0.0	294.05	high	UND	liver
ENSG00000240801.1	0.0	293.939	high	NRT	liver
ENSG00000277599.1	0.0	288.633	high	NRT	liver
ENSG00000055957.11	17.35	285.185	high	RT	liver
ENSG00000221792.1	0.0	279.141	high	NRT	liver
ENSG00000228278.5	0.0	277.49	high	UND	liver
ENSG00000125144.14	11.49	276.453	high	RT	liver
ENSG00000142541.18	0.0	269.059	high	NRT	liver
ENSG00000133112.17	0.30500000000000005	264.303	high	RT	liver
ENSG00000083807.10	0.0	261.036	high	UND	liver
ENSG00000267458.1	0.0	255.606	high	UND	liver
ENSG00000100316.16	0.44	251.424	high	RT	liver
ENSG00000273149.1	0.0	248.787	high	NRT	liver
ENSG00000124253.11	2.13	247.474	high	RT	liver
ENSG00000163586.10	0.0	246.398	high	NRT	liver
ENSG00000185624.16	0.0	245.386	high	NRT	liver
ENSG00000159335.18	0.0	244.592	high	NRT	liver
ENSG00000174444.15	0.0	240.052	high	NRT	liver
ENSG00000231500.7	0.0	239.269	high	NRT	liver
ENSG00000167526.14	0.0	238.26	high	NRT	liver
ENSG00000278050.1	0.0	235.265	high	NRT	liver
ENSG00000239799.1	0.0	235.242	high	UND	liver
ENSG00000151726.15	16.5	235.165	high	RT	liver
ENSG00000166710.21	0.0	234.428	high	NRT	liver
ENSG00000259357.2	0.0	233.197	high	UND	liver
ENSG00000185201.17	0.0	233.196	high	NRT	liver
ENSG00000105193.9	0.0	231.573	high	NRT	liver
ENSG00000160282.14	3.635	226.254	high	RT	liver
ENSG00000278144.1	0.0	223.178	high	NRT	liver
ENSG00000130066.16	0.0	216.233	high	NRT	liver
ENSG00000115414.21	1.335	214.537	high	RT	liver
ENSG00000184009.13	0.0	209.923	high	NRT	liver
ENSG00000167996.16	0.0	208.69	high	UND	liver
ENSG00000137154.13	0.0	208.631	high	UND	liver
ENSG00000173531.15	0.0	203.243	high	UND	liver
ENSG00000120129.6	0.0	201.157	high	UND	liver
ENSG00000147403.18	0.0	198.973	high	UND	liver
ENSG00000235910.2	0.0	195.389	high	UND	liver
ENSG00000145192.13	0.0	194.321	high	UND	liver
ENSG00000224916.9	0.0	192.781	high	UND	liver
ENSG00000002933.9	32.045	191.024	high	RT	liver
ENSG00000196136.18	0.0	190.851	high	NRT	liver
ENSG00000008394.13	0.0	189.773	high	NRT	liver
ENSG00000167658.16	0.0	185.98	high	NRT	liver
ENSG00000187193.9	0.0	182.221	high	NRT	liver
ENSG00000259970.1	0.0	181.867	high	NRT	liver
ENSG00000140830.9	0.31	178.44	high	RT	liver
ENSG00000132386.11	0.0	175.19799999999998	high	UND	liver
ENSG00000091583.11	3.51	167.391	high	RT	liver
ENSG00000131187.10	0.0	163.32299999999998	high	NRT	liver
ENSG00000140988.16	0.0	161.259	high	UND	liver
ENSG00000204525.17	0.0	158.291	high	NRT	liver
ENSG00000203896.10	0.0	158.192	high	NRT	liver
ENSG00000234745.13	0.0	154.458	high	NRT	liver
ENSG00000089157.16	0.0	154.002	high	NRT	liver
ENSG00000176919.13	0.0	153.424	high	NRT	liver
ENSG00000081041.9	0.0	153.174	high	NRT	liver
ENSG00000267580.1	0.0	152.887	high	NRT	liver
ENSG00000140264.21	0.0	152.852	high	UND	liver
ENSG00000008988.11	0.44	152.36700000000002	high	RT	liver
ENSG00000177954.14	0.0	151.911	high	NRT	liver
ENSG00000244734.4	0.0	151.752	high	NRT	liver
ENSG00000142937.12	0.0	151.595	high	NRT	liver
ENSG00000197099.8	0.0	148.857	high	UND	liver
ENSG00000240972.2	0.0	147.295	high	UND	liver
ENSG00000127948.16	0.0	145.316	high	UND	liver
ENSG00000162267.12	0.0	144.059	high	UND	liver
ENSG00000115738.10	0.0	142.458	high	NRT	liver
ENSG00000182326.15	0.0	140.297	high	NRT	liver
ENSG00000233927.5	0.0	138.409	high	UND	liver
ENSG00000243696.5	0.0	136.351	high	NRT	liver
ENSG00000279611.1	0.0	136.10299999999998	high	NRT	liver
ENSG00000148303.17	0.0	135.82299999999998	high	UND	liver
ENSG00000230021.10	0.0	135.44299999999998	high	NRT	liver
ENSG00000106538.10	0.0	135.394	high	UND	liver
ENSG00000106211.10	0.0	133.796	high	NRT	liver
ENSG00000149131.17	3.03	133.225	high	RT	liver
ENSG00000117984.15	0.0	131.889	high	NRT	liver
ENSG00000156482.11	0.0	131.748	high	NRT	liver
ENSG00000280087.1	0.0	129.612	high	NRT	liver
ENSG00000104823.9	9.65	129.517	high	RT	liver
ENSG00000140564.13	0.0	128.13	high	NRT	liver
ENSG00000111669.15	0.0	128.07	high	UND	liver
ENSG00000196616.14	2.365	127.938	high	RT	liver
ENSG00000250722.6	0.0	125.608	high	UND	liver
ENSG00000106927.12	11.83	125.009	high	RT	liver
ENSG00000143878.10	0.0	124.953	high	NRT	liver
ENSG00000178719.17	0.0	124.76	high	UND	liver
ENSG00000287770.1	0.0	124.696	high	NRT	liver
ENSG00000214530.10	0.0	124.075	high	NRT	liver
ENSG00000169715.15	0.23	123.946	high	RT	liver
ENSG00000260886.2	0.0	123.825	high	NRT	liver
ENSG00000179918.19	0.0	121.657	high	NRT	liver
ENSG00000211592.8	0.0	118.905	high	NRT	liver
ENSG00000141505.12	10.55	117.778	high	RT	liver
ENSG00000167978.17	0.0	117.649	high	UND	liver
ENSG00000172057.10	0.0	117.254	high	NRT	liver
ENSG00000110243.12	0.0	117.213	high	NRT	liver
ENSG00000233276.8	0.0	117.199	high	NRT	liver
ENSG00000137818.12	0.0	116.608	high	UND	liver
ENSG00000146678.10	0.0	116.499	high	NRT	liver
ENSG00000175899.15	0.0	116.178	high	UND	liver
ENSG00000165795.23	0.0	116.056	high	NRT	liver
ENSG00000159403.18	0.0	115.998	high	NRT	liver
ENSG00000009950.16	7.0	115.622	high	RT	liver
ENSG00000267469.1	0.0	115.276	high	UND	liver
ENSG00000138115.15	12.969999999999999	114.227	high	RT	liver
ENSG00000143418.20	0.0	112.754	high	UND	liver
ENSG00000123689.6	0.0	112.706	high	UND	liver
ENSG00000047457.14	0.0	112.374	high	NRT	liver
ENSG00000265681.7	0.0	112.364	high	NRT	liver
ENSG00000021826.17	14.03	112.312	high	RT	liver
ENSG00000180432.6	0.0	112.028	high	NRT	liver
ENSG00000147604.14	0.0	111.023	high	NRT	liver
ENSG00000138109.11	0.0	109.933	high	NRT	liver
ENSG00000170458.14	30.86	109.553	high	RT	liver
ENSG00000258924.4	0.0	109.275	high	NRT	liver
ENSG00000179218.15	0.0	108.768	high	NRT	liver
ENSG00000161016.18	0.0	108.312	high	NRT	liver
ENSG00000204389.10	23.03	107.895	high	RT	liver
ENSG00000125691.14	0.0	107.153	high	NRT	liver
ENSG00000115677.17	0.0	106.762	high	UND	liver
ENSG00000173638.19	0.0	106.629	high	UND	liver
ENSG00000164406.8	0.0	105.682	high	UND	liver
ENSG00000167711.14	0.0	105.005	high	NRT	liver
ENSG00000164405.11	1.56	104.818	high	RT	liver
ENSG00000280416.1	0.0	104.531	high	UND	liver
ENSG00000104904.12	0.0	104.2	high	NRT	liver
ENSG00000261065.1	0.0	103.716	high	UND	liver
ENSG00000168237.18	0.0	103.058	high	UND	liver
ENSG00000121310.17	0.0	102.231	high	UND	liver
ENSG00000141504.12	0.0	102.198	high	NRT	liver
ENSG00000187048.13	0.44	101.575	high	RT	liver
ENSG00000182774.13	0.0	101.182	high	NRT	liver
ENSG00000196531.14	0.0	100.799	high	NRT	liver
ENSG00000167468.18	0.0	100.329	high	UND	liver
ENSG00000173432.12	24.64	99.681	high	RT	liver
ENSG00000100650.16	2.02	98.647	high	RT	liver
ENSG00000268230.5	0.0	98.328	high	NRT	liver
ENSG00000108107.15	0.0	97.416	high	UND	liver
ENSG00000063177.13	0.0	97.046	high	NRT	liver
ENSG00000142534.7	0.0	96.847	high	NRT	liver
ENSG00000206990.1	0.0	96.714	high	NRT	liver
ENSG00000139547.8	10.62	96.691	high	RT	liver
ENSG00000284378.1	0.0	96.667	high	NRT	liver
ENSG00000135486.19	0.0	96.436	high	NRT	liver
ENSG00000106327.13	0.0	96.34	high	NRT	liver
ENSG00000106565.18	21.54	95.994	high	RT	liver
ENSG00000099860.9	0.0	95.979	high	NRT	liver
ENSG00000089220.5	0.0	95.686	high	UND	liver
ENSG00000169562.13	0.0	95.65	high	NRT	liver
ENSG00000186188.11	0.0	95.43	high	NRT	liver
ENSG00000198650.11	0.0	95.165	high	NRT	liver
ENSG00000166278.15	0.0	94.767	high	NRT	liver
ENSG00000170889.14	0.0	94.673	high	UND	liver
ENSG00000149806.11	0.0	94.216	high	UND	liver
ENSG00000100889.12	0.0	94.201	high	UND	liver
ENSG00000121691.7	0.0	94.045	high	NRT	liver
ENSG00000100219.16	0.0	93.909	high	NRT	liver
ENSG00000250479.9	0.0	93.64	high	UND	liver
ENSG00000109971.14	0.0	93.197	high	NRT	liver
ENSG00000108654.16	0.0	93.105	high	NRT	liver
ENSG00000130522.6	0.0	92.112	high	NRT	liver
ENSG00000245848.3	0.0	92.099	high	NRT	liver
ENSG00000284564.1	0.0	91.869	high	NRT	liver
ENSG00000113905.5	0.0	91.365	high	NRT	liver
ENSG00000150991.15	2.2249999999999996	90.945	high	RT	liver
ENSG00000171236.10	0.0	90.38	high	NRT	liver
ENSG00000108518.8	0.0	89.323	high	UND	liver
ENSG00000205542.11	0.0	88.06700000000001	high	NRT	liver
ENSG00000137204.15	0.0	87.225	high	UND	liver
ENSG00000229117.9	0.0	87.204	high	NRT	liver
ENSG00000118181.11	0.0	86.88799999999999	high	UND	liver
ENSG00000233377.1	0.0	86.3775	high	UND	liver
ENSG00000176046.9	0.0	86.164	high	UND	liver
ENSG00000185650.10	0.0	85.837	high	NRT	liver
ENSG00000166441.13	0.0	85.573	high	UND	liver
ENSG00000105697.9	0.0	85.171	high	NRT	liver
ENSG00000104529.17	0.0	85.1	high	NRT	liver
ENSG00000011465.18	0.0	84.50200000000001	high	NRT	liver
ENSG00000268895.6	0.0	84.469	high	UND	liver
ENSG00000089009.16	0.0	84.287	high	NRT	liver
ENSG00000182154.8	0.0	84.286	high	NRT	liver
ENSG00000243989.9	0.0	84.194	high	NRT	liver
ENSG00000221869.5	0.0	83.72399999999999	high	UND	liver
ENSG00000105372.8	0.0	83.54899999999999	high	NRT	liver
ENSG00000142871.18	0.0	83.37799999999999	high	NRT	liver
ENSG00000259948.2	0.0	83.18799999999999	high	UND	liver
ENSG00000128272.16	0.0	82.96600000000001	high	NRT	liver
ENSG00000111057.11	0.0	82.02600000000001	high	NRT	liver
ENSG00000116285.13	0.0	81.575	high	UND	liver
ENSG00000230328.2	0.0	81.52600000000001	high	UND	liver
ENSG00000169564.7	0.0	80.97800000000001	high	NRT	liver
ENSG00000176907.5	2.85	80.781	high	RT	liver
ENSG00000260246.1	0.0	80.343	high	UND	liver
ENSG00000125520.14	0.0	80.07	high	NRT	liver
ENSG00000170345.10	0.0	79.968	high	NRT	liver
ENSG00000186529.16	0.0	79.645	high	NRT	liver
ENSG00000262413.1	0.0	79.564	high	UND	liver
ENSG00000197958.13	0.0	78.718	high	UND	liver
ENSG00000004139.14	0.0	78.669	high	NRT	liver
ENSG00000261305.2	0.38	78.21	high	RT	liver
ENSG00000141522.12	0.37	78.16	high	RT	liver
ENSG00000242861.1	0.0	78.035	high	UND	liver
ENSG00000145592.14	0.0	77.939	high	NRT	liver
ENSG00000169710.9	16.1	77.89699999999999	high	RT	liver
ENSG00000130813.18	0.0	77.321	high	UND	liver
ENSG00000109758.9	0.0	77.316	high	NRT	liver
ENSG00000204388.7	0.0	76.969	high	NRT	liver
ENSG00000273901.1	0.0	76.847	high	UND	liver
ENSG00000075239.14	0.0	76.65	high	UND	liver
ENSG00000211445.12	0.0	76.449	high	UND	liver
ENSG00000141753.7	8.5	76.117	high	RT	liver
ENSG00000254741.1	0.0	76.024	high	NRT	liver
ENSG00000073849.16	3.89	75.328	high	RT	liver
ENSG00000166741.8	0.0	75.256	high	UND	liver
ENSG00000139540.12	0.0	75.042	high	UND	liver
ENSG00000147647.13	0.29	74.935	high	RT	liver
ENSG00000278791.1	0.0	74.109	high	NRT	liver
ENSG00000266341.1	0.0	73.52	high	UND	liver
ENSG00000135506.16	0.0	72.699	high	UND	liver
ENSG00000105707.15	0.0	72.699	high	NRT	liver
ENSG00000141485.17	0.0	72.452	high	UND	liver
ENSG00000115255.12	5.31	72.44	high	RT	liver
ENSG00000143947.15	0.0	72.182	high	UND	liver
ENSG00000244255.5	0.0	71.913	high	NRT	liver
ENSG00000162244.12	0.0	71.696	high	NRT	liver
ENSG00000274177.1	0.0	71.403	high	UND	liver
ENSG00000110955.9	0.0	71.37	high	NRT	liver
ENSG00000137491.15	0.0	71.101	high	NRT	liver
ENSG00000198099.9	0.0	70.817	high	UND	liver
ENSG00000168028.14	0.0	70.59899999999999	high	NRT	liver
ENSG00000177606.8	0.0	70.469	high	NRT	liver
ENSG00000262995.1	0.0	70.271	high	UND	liver
ENSG00000099624.8	1.21	70.2	high	RT	liver
ENSG00000146215.14	0.0	70.123	high	UND	liver
ENSG00000166391.15	1.44	70.042	high	RT	liver
ENSG00000237973.1	0.0	69.959	high	NRT	liver
ENSG00000204628.12	0.0	69.76	high	UND	liver
ENSG00000075415.14	0.0	69.485	high	NRT	liver
ENSG00000132002.9	0.0	69.428	high	NRT	liver
ENSG00000167004.13	0.0	69.197	high	UND	liver
ENSG00000278518.1	0.0	69.021	high	NRT	liver
ENSG00000175003.15	18.78	69.012	high	RT	liver
ENSG00000284368.1	0.0	68.949	high	NRT	liver
ENSG00000173812.11	0.0	68.705	high	NRT	liver
ENSG00000135744.9	0.0	68.363	high	UND	liver
ENSG00000172216.6	1.92	68.304	high	RT	liver
ENSG00000163682.17	0.0	68.113	high	UND	liver
ENSG00000117601.15	0.0	67.944	high	UND	liver
ENSG00000168209.6	0.0	67.911	high	NRT	liver
ENSG00000083845.9	0.0	67.848	high	NRT	liver
ENSG00000108298.12	0.0	67.546	high	NRT	liver
ENSG00000087460.28	0.0	67.536	high	NRT	liver
ENSG00000199488.1	0.0	67.4	high	UND	liver
ENSG00000214274.10	0.0	67.309	high	NRT	liver
ENSG00000197756.10	0.0	67.289	high	NRT	liver
ENSG00000132475.10	2.77	67.18	high	RT	liver
ENSG00000198755.11	6.46	67.11	high	RT	liver
ENSG00000171863.15	0.0	66.73899999999999	high	NRT	liver
ENSG00000172809.13	0.0	66.639	high	NRT	liver
ENSG00000170296.10	0.0	66.544	high	NRT	liver
ENSG00000060971.19	0.0	66.46600000000001	high	NRT	liver
ENSG00000261604.1	0.0	66.35	high	UND	liver
ENSG00000174748.22	0.0	65.303	high	NRT	liver
ENSG00000128016.7	0.0	65.25399999999999	high	UND	liver
ENSG00000205866.4	11.71	65.058	high	RT	liver
ENSG00000161013.17	0.0	64.732	high	UND	liver
ENSG00000128309.17	1.8849999999999998	64.729	high	RT	liver
ENSG00000157379.14	0.0	64.398	high	NRT	liver
ENSG00000256811.1	0.0	64.366	high	UND	liver
ENSG00000182087.14	0.0	64.188	high	UND	liver
ENSG00000188536.13	0.0	64.122	high	NRT	liver
ENSG00000130222.11	2.33	63.853	high	RT	liver
ENSG00000135423.13	0.0	63.809	high	NRT	liver
ENSG00000065054.14	0.0	63.601000000000006	high	UND	liver
ENSG00000273047.1	0.0	63.451	high	NRT	liver
ENSG00000130255.13	0.0	63.32899999999999	high	UND	liver
ENSG00000112306.8	0.76	63.212	high	RT	liver
ENSG00000100197.23	0.0	62.681	high	NRT	liver
ENSG00000182551.14	0.0	62.621	high	UND	liver
ENSG00000169045.17	0.0	62.396	high	NRT	liver
ENSG00000254452.1	0.0	61.59	high	NRT	liver
ENSG00000115541.11	0.0	61.467	high	NRT	liver
ENSG00000161960.16	0.0	60.943000000000005	high	NRT	liver
ENSG00000177600.9	0.0	60.86600000000001	high	NRT	liver
ENSG00000275266.1	0.0	60.706	high	NRT	liver
ENSG00000134240.12	0.0	60.238	high	NRT	liver
ENSG00000171223.6	0.0	60.107	high	UND	liver
ENSG00000139644.13	0.0	59.794	high	NRT	liver
ENSG00000072310.17	0.0	59.658	high	UND	liver
ENSG00000185187.13	0.0	59.484	high	UND	liver
ENSG00000106258.15	1.41	59.477	high	RT	liver
ENSG00000258430.1	0.0	59.211000000000006	high	UND	liver
ENSG00000130005.13	0.0	59.062	high	NRT	liver
ENSG00000160868.15	25.57	59.0445	high	RT	liver
ENSG00000167315.18	0.0	58.876000000000005	high	NRT	liver
ENSG00000182196.13	0.0	58.714	high	UND	liver
ENSG00000122026.10	0.0	58.679	high	NRT	liver
ENSG00000259827.1	0.0	58.603	high	NRT	liver
ENSG00000114867.22	0.0	58.522	high	NRT	liver
ENSG00000148965.10	5.555	58.518	high	RT	liver
ENSG00000177106.16	1.83	58.1	high	RT	liver
ENSG00000182199.11	0.0	57.88	high	UND	liver
ENSG00000221978.12	0.46	57.655	high	RT	liver
ENSG00000080824.19	0.71	57.495	high	RT	liver
ENSG00000164733.22	2.14	57.43	high	RT	liver
ENSG00000278217.1	0.0	57.011	high	NRT	liver
ENSG00000167701.14	0.0	56.789	high	NRT	liver
ENSG00000142676.14	0.0	56.595	high	NRT	liver
ENSG00000259884.1	0.0	56.163	high	UND	liver
ENSG00000130600.19	0.0	56.02	high	NRT	liver
ENSG00000136305.11	0.0	55.882	high	UND	liver
ENSG00000213741.11	0.41000000000000003	55.635	high	RT	liver
ENSG00000186301.8	0.0	55.505	high	UND	liver
ENSG00000171604.12	0.0	55.492	high	NRT	liver
ENSG00000149476.16	0.0	55.281000000000006	high	NRT	liver
ENSG00000108465.15	0.0	55.159	high	UND	liver
ENSG00000182871.16	0.0	55.153	high	UND	liver
ENSG00000186468.13	0.0	55.109	high	NRT	liver
ENSG00000103266.11	0.0	54.919	high	UND	liver
ENSG00000251661.3	0.0	54.875	high	NRT	liver
ENSG00000114942.14	0.0	54.818000000000005	high	NRT	liver
ENSG00000171766.17	18.16	54.244	high	RT	liver
ENSG00000133027.18	0.0	54.037	high	NRT	liver
ENSG00000092199.18	0.39	53.888000000000005	high	RT	liver
ENSG00000213398.8	0.5	53.791	high	RT	liver
ENSG00000136942.15	0.0	53.765	high	NRT	liver
ENSG00000189060.5	0.0	53.713	high	NRT	liver
ENSG00000092841.19	0.0	53.679	high	UND	liver
ENSG00000272234.1	0.0	53.643	high	UND	liver
ENSG00000122406.14	0.0	53.623000000000005	high	UND	liver
ENSG00000143257.12	0.0	53.587	high	UND	liver
ENSG00000160932.11	0.49	53.543	high	RT	liver
ENSG00000161547.17	0.0	53.155	high	UND	liver
ENSG00000164587.13	0.0	53.123000000000005	high	NRT	liver
ENSG00000112245.12	0.0	53.082	high	NRT	liver
ENSG00000072506.13	0.0	53.066	high	UND	liver
ENSG00000025423.11	8.99	52.982	high	RT	liver
ENSG00000116882.15	3.2350000000000003	52.851000000000006	high	RT	liver
ENSG00000127884.5	0.0	52.776	high	NRT	liver
ENSG00000166598.16	0.0	52.664	high	UND	liver
ENSG00000133639.6	0.0	52.473	high	NRT	liver
ENSG00000169242.12	0.0	52.417	high	NRT	liver
ENSG00000198563.14	0.0	52.395	high	NRT	liver
ENSG00000115268.10	0.0	52.278	high	NRT	liver
ENSG00000159069.14	3.855	52.135	high	RT	liver
ENSG00000104852.15	0.0	52.083	high	NRT	liver
ENSG00000138326.21	0.0	51.492	high	NRT	liver
ENSG00000123144.11	0.0	51.315	high	NRT	liver
ENSG00000115307.17	0.0	51.25	high	NRT	liver
ENSG00000139178.11	0.0	50.99	high	NRT	liver
ENSG00000124614.16	0.0	50.423	high	NRT	liver
ENSG00000101608.13	0.0	50.245	high	NRT	liver
ENSG00000273154.3	0.0	50.142	high	NRT	liver
ENSG00000135404.12	0.0	50.055	high	UND	liver
ENSG00000283845.1	0.0	50.032	high	NRT	liver
ENSG00000134802.18	0.0	49.972	high	NRT	liver
ENSG00000221983.8	0.0	49.576	high	NRT	liver
ENSG00000206503.13	1.47	49.32899999999999	high	RT	liver
ENSG00000110700.7	0.0	49.251000000000005	high	NRT	liver
ENSG00000147813.16	0.0	49.18	high	UND	liver
ENSG00000198744.5	0.0	49.096	high	UND	liver
ENSG00000084674.15	0.0	48.768	high	NRT	liver
ENSG00000172757.13	0.0	48.2	high	NRT	liver
ENSG00000099977.14	0.0	48.062	high	UND	liver
ENSG00000243955.6	0.0	47.997	high	NRT	liver
ENSG00000204444.11	0.0	47.847	high	NRT	liver
ENSG00000167244.21	0.0	47.257	high	NRT	liver
ENSG00000197728.11	0.0	47.228	high	NRT	liver
ENSG00000140675.13	0.0	46.916	high	UND	liver
ENSG00000161999.13	0.0	46.729	high	NRT	liver
ENSG00000251562.8	0.0	46.669	high	NRT	liver
ENSG00000101194.18	0.0	46.638000000000005	high	NRT	liver
ENSG00000005022.6	0.0	46.507	high	NRT	liver
ENSG00000175336.10	0.0	46.489	high	NRT	liver
ENSG00000175482.9	0.0	46.126000000000005	high	UND	liver
ENSG00000160972.9	0.0	46.108	high	NRT	liver
ENSG00000276980.1	0.0	46.108	high	NRT	liver
ENSG00000273259.3	2.37	46.088	high	RT	liver
ENSG00000084734.9	4.02	45.943000000000005	high	RT	liver
ENSG00000124839.13	1.225	45.81100000000001	high	RT	liver
ENSG00000100075.10	0.0	45.663	high	NRT	liver
ENSG00000104805.16	2.09	45.464	high	RT	liver
ENSG00000143774.17	0.0	45.459	high	NRT	liver
ENSG00000272478.1	0.0	45.432	high	NRT	liver
ENSG00000204653.10	0.0	45.413	high	NRT	liver
ENSG00000156976.17	0.0	45.335	high	UND	liver
ENSG00000158104.11	0.0	45.028	high	NRT	liver
ENSG00000117448.14	0.0	45.018	high	NRT	liver
ENSG00000130173.13	0.0	44.908	high	UND	liver
ENSG00000096384.20	0.0	44.88399999999999	high	UND	liver
ENSG00000100226.16	0.0	44.819	high	NRT	liver
ENSG00000167792.13	0.0	44.743	high	UND	liver
ENSG00000105518.14	0.0	44.74100000000001	high	NRT	liver
ENSG00000179010.15	0.0	44.61600000000001	high	NRT	liver
ENSG00000088926.14	0.0	44.544	high	UND	liver
ENSG00000168264.11	0.83	44.48	high	RT	liver
ENSG00000253215.1	0.0	44.414	high	UND	liver
ENSG00000182492.16	0.0	44.403	high	NRT	liver
ENSG00000157637.13	0.0	44.396	high	NRT	liver
ENSG00000160752.15	0.0	44.393	high	NRT	liver
ENSG00000135094.11	0.0	44.377	high	UND	liver
ENSG00000149273.15	0.0	44.235	high	NRT	liver
ENSG00000179091.5	0.0	44.045	high	UND	liver
ENSG00000140107.12	1.68	44.015	high	RT	liver
ENSG00000142168.15	0.0	43.896	high	UND	liver
ENSG00000204256.14	0.0	43.878	high	NRT	liver
ENSG00000197746.14	0.0	43.841	high	UND	liver
ENSG00000267727.1	0.0	43.799	high	NRT	liver
ENSG00000136156.15	0.0	43.769	high	NRT	liver
ENSG00000101160.15	0.0	43.669	high	NRT	liver
ENSG00000118520.15	0.0	43.551	high	UND	liver
ENSG00000138030.13	0.0	43.51	high	UND	liver
ENSG00000185432.12	8.09	43.277	high	RT	liver
ENSG00000100941.9	0.0	43.223	high	NRT	liver
ENSG00000162882.15	9.19	43.217	high	RT	liver
ENSG00000149925.22	4.5649999999999995	43.169	high	RT	liver
ENSG00000135821.19	0.0	43.157	high	NRT	liver
ENSG00000146674.15	0.0	43.139	high	NRT	liver
ENSG00000258818.4	0.0	42.938	high	UND	liver
ENSG00000205358.4	0.0	42.855500000000006	high	NRT	liver
ENSG00000160867.15	1.29	42.713	high	RT	liver
ENSG00000205702.11	0.0	42.692	high	NRT	liver
ENSG00000111775.3	0.0	42.58	high	NRT	liver
ENSG00000104870.13	0.0	42.562	high	NRT	liver
ENSG00000115718.18	1.13	42.359	high	RT	liver
ENSG00000196262.15	0.0	42.32	high	NRT	liver
ENSG00000267467.4	0.0	42.302	high	NRT	liver
ENSG00000253736.3	0.0	42.286	high	NRT	liver
ENSG00000276019.1	0.0	42.176	high	NRT	liver
ENSG00000130312.7	0.0	42.146	high	NRT	liver
ENSG00000131143.10	0.0	42.117	high	NRT	liver
ENSG00000269292.1	0.0	42.095	high	UND	liver
ENSG00000255114.1	0.0	42.004	high	UND	liver
ENSG00000120948.19	0.0	41.851000000000006	high	UND	liver
ENSG00000268938.2	0.0	41.847	high	NRT	liver
ENSG00000185189.18	0.0	41.799	high	NRT	liver
ENSG00000008517.18	0.0	41.729	high	NRT	liver
ENSG00000204592.9	13.12	41.63	high	RT	liver
ENSG00000122194.19	0.0	41.61	high	UND	liver
ENSG00000144713.13	0.0	41.566	high	NRT	liver
ENSG00000123843.13	0.0	41.515	high	NRT	liver
ENSG00000100906.11	2.96	41.475	high	RT	liver
ENSG00000066813.14	12.79	41.282	high	RT	liver
ENSG00000211597.2	0.0	41.267	high	NRT	liver
ENSG00000198242.14	0.0	41.157	high	NRT	liver
