GeneID,RTproportion,sampleType
ENSG00000068878.15,5.322583921,control
ENSG00000048405.10,21.36739072,control
ENSG00000012817.16,3.142153462,control
ENSG00000007384.15,1.077322846,control
ENSG00000004142.12,2.597997477,control
ENSG00000002016.18,12.64723154,control
ENSG00000003509.16,4.480019002,control
ENSG00000010244.19,0.466530211,control
ENSG00000011021.23,0.564639026,control
ENSG00000033011.13,5.462521835,control
ENSG00000058600.16,0.358819537,control
ENSG00000075240.17,16.50653585,control
ENSG00000091140.14,0.220035078,control
ENSG00000100216.6,0.544818881,control
ENSG00000101158.15,0.4304272,control
ENSG00000101193.8,0.201397298,control
ENSG00000103353.16,1.271208435,control
ENSG00000104671.8,29.77948469,control
ENSG00000108788.12,2.469755479,control
ENSG00000112062.11,3.03710129,control
ENSG00000112306.8,0.037599144,control
ENSG00000115806.13,0.697842178,control
ENSG00000118640.11,0.115327123,control
ENSG00000120738.8,0.007551822,control
ENSG00000122126.17,1.172609224,control
ENSG00000131482.10,0.110380981,control
ENSG00000133111.4,4.407094302,control
ENSG00000134590.14,1.841902621,control
ENSG00000135974.10,4.892849861,control
ENSG00000137880.6,3.620090838,control
ENSG00000141556.21,7.160675743,control
ENSG00000142676.14,0.057992798,control
ENSG00000145425.10,0.049444457,control
ENSG00000145734.19,4.960232188,control
ENSG00000154124.5,32.08050568,control
ENSG00000158806.14,13.91594127,control
ENSG00000161036.13,5.033265983,control
ENSG00000163597.15,0.778201118,control
ENSG00000165678.21,3.308326785,control
ENSG00000170312.16,3.721515291,control
ENSG00000173163.10,26.94915734,control
ENSG00000175224.16,0.171731125,control
ENSG00000175470.20,8.944700985,control
ENSG00000179091.5,0.011405674,control
ENSG00000184634.16,4.7039391,control
ENSG00000185896.11,0.73950768,control
ENSG00000186301.8,3.717532188,control
ENSG00000198522.14,4.952250636,control
ENSG00000257027.1,16.39882531,control
ENSG00000261101.2,39.96676156,control
ENSG00000261236.8,0.633463221,control
ENSG00000244067.3,41.78876365,control
ENSG00000240356.6,4.895319261,control
ENSG00000213513.3,44.34079237,control
ENSG00000199664.1,64.31969553,control
ENSG00000198642.7,3.493464476,control
ENSG00000198586.14,3.224289291,control
ENSG00000188706.13,4.100146749,control
ENSG00000182158.15,3.285957641,control
ENSG00000176909.12,13.7856102,control
ENSG00000176871.9,4.917592969,control
ENSG00000175416.16,9.154055079,control
ENSG00000175221.15,19.90629606,control
ENSG00000170619.10,4.942248944,control
ENSG00000170581.14,2.895967266,control
ENSG00000167699.13,1.664939731,control
ENSG00000166526.18,3.25703565,control
ENSG00000164751.15,2.003780919,control
ENSG00000163660.12,0.397242073,control
ENSG00000163162.9,5.565823544,control
ENSG00000160392.13,10.56681064,control
ENSG00000154723.13,0.585150415,control
ENSG00000151247.13,3.807754151,control
ENSG00000151208.17,2.92467116,control
ENSG00000144645.15,5.535901212,control
ENSG00000137845.15,26.61048369,control
ENSG00000137038.8,0.460040282,control
ENSG00000136522.14,7.020501477,control
ENSG00000132912.13,2.074398093,control
ENSG00000129946.10,22.09343186,control
ENSG00000128513.16,12.58122592,control
ENSG00000127463.15,3.21861918,control
ENSG00000123739.11,2.961713228,control
ENSG00000115694.15,0.322128437,control
ENSG00000115355.17,1.389727562,control
ENSG00000103248.19,5.977911385,control
ENSG00000103042.9,3.485388157,control
ENSG00000100030.15,2.108423878,control
ENSG00000099817.12,17.16903233,control
ENSG00000091136.15,0.567914804,control
ENSG00000087502.18,2.377183187,control
ENSG00000085721.13,1.94046872,control
ENSG00000082516.9,1.722923984,control
ENSG00000029363.17,0.101165525,control
ENSG00000053372.5,7.948367315,kdU2AF1
ENSG00000056736.10,17.03214052,kdU2AF1
ENSG00000072756.17,65.20833261,kdU2AF1
ENSG00000078674.18,18.98844003,kdU2AF1
ENSG00000078898.7,23.20718802,kdU2AF1
ENSG00000079246.16,5.948056285,kdU2AF1
ENSG00000089280.19,1.520104324,kdU2AF1
ENSG00000090661.12,18.10282934,kdU2AF1
ENSG00000100416.15,11.10562758,kdU2AF1
ENSG00000100726.15,16.30039995,kdU2AF1
ENSG00000101442.10,31.36463299,kdU2AF1
ENSG00000101447.15,5.834586781,kdU2AF1
ENSG00000101811.14,44.28474496,kdU2AF1
ENSG00000102144.15,3.31422701,kdU2AF1
ENSG00000102384.13,82.86986949,kdU2AF1
ENSG00000104805.16,4.625571193,kdU2AF1
ENSG00000105373.19,5.125865657,kdU2AF1
ENSG00000107175.12,28.57135898,kdU2AF1
ENSG00000108064.11,13.50171336,kdU2AF1
ENSG00000109084.14,3.50033028,kdU2AF1
ENSG00000109181.12,12.42535459,kdU2AF1
ENSG00000111666.11,25.0001149,kdU2AF1
ENSG00000112414.15,14.83023808,kdU2AF1
ENSG00000112679.14,40.27594699,kdU2AF1
ENSG00000112759.19,10.67686658,kdU2AF1
ENSG00000112996.11,29.71250254,kdU2AF1
ENSG00000115368.10,12.89371875,kdU2AF1
ENSG00000119401.11,48.93516069,kdU2AF1
ENSG00000119408.17,81.76349428,kdU2AF1
ENSG00000120942.14,20.08558053,kdU2AF1
ENSG00000122515.15,10.13519917,kdU2AF1
ENSG00000123353.10,25.90023085,kdU2AF1
ENSG00000125445.11,5.181330758,kdU2AF1
ENSG00000130545.16,77.66185522,kdU2AF1
ENSG00000130713.16,22.71905123,kdU2AF1
ENSG00000131002.12,17.6921222,kdU2AF1
ENSG00000132603.15,2.879480387,kdU2AF1
ENSG00000132677.13,12.90232265,kdU2AF1
ENSG00000135912.11,13.9259141,kdU2AF1
ENSG00000135929.9,8.559255925,kdU2AF1
ENSG00000135930.14,6.949919397,kdU2AF1
ENSG00000136807.14,22.81453878,kdU2AF1
ENSG00000136870.10,11.30326407,kdU2AF1
ENSG00000136937.13,20.6320816,kdU2AF1
ENSG00000137054.16,72.22128538,kdU2AF1
ENSG00000137496.18,46.0317597,kdU2AF1
ENSG00000138092.11,18.43216,kdU2AF1
ENSG00000140534.14,5.913307995,kdU2AF1
ENSG00000140854.13,11.62903378,kdU2AF1
ENSG00000141198.16,17.26783247,kdU2AF1
ENSG00000141401.12,2.946522496,kdU2AF1
ENSG00000141959.17,25.46334006,kdU2AF1
ENSG00000143252.16,84.87161361,kdU2AF1
ENSG00000143653.10,29.47952413,kdU2AF1
ENSG00000144120.13,10.61615929,kdU2AF1
ENSG00000145192.13,1.527799425,kdU2AF1
ENSG00000146205.14,40.33575701,kdU2AF1
ENSG00000149084.13,13.85994572,kdU2AF1
ENSG00000149503.13,17.13077758,kdU2AF1
ENSG00000151532.14,47.15720468,kdU2AF1
ENSG00000151655.19,0.309340354,kdU2AF1
ENSG00000151715.8,26.48614252,kdU2AF1
ENSG00000151806.14,11.83018597,kdU2AF1
ENSG00000154639.19,50.60713418,kdU2AF1
ENSG00000158417.11,11.41172002,kdU2AF1
ENSG00000159202.18,16.11608123,kdU2AF1
ENSG00000160305.18,38.93474022,kdU2AF1
ENSG00000160867.15,2.229527489,kdU2AF1
ENSG00000161021.13,10.54489006,kdU2AF1
ENSG00000163513.19,5.860924297,kdU2AF1
ENSG00000164616.16,24.29735492,kdU2AF1
ENSG00000165443.12,36.24684637,kdU2AF1
ENSG00000167186.11,13.28165999,kdU2AF1
ENSG00000167526.14,0.149807561,kdU2AF1
ENSG00000167625.11,42.19813461,kdU2AF1
ENSG00000168495.13,18.24598939,kdU2AF1
ENSG00000168763.16,12.53807307,kdU2AF1
ENSG00000169174.11,19.04822293,kdU2AF1
ENSG00000170315.14,0.460033176,kdU2AF1
ENSG00000170439.7,14.68602096,kdU2AF1
ENSG00000173207.13,9.570199497,kdU2AF1
ENSG00000176720.6,26.76509306,kdU2AF1
ENSG00000177337.8,21.7276774,kdU2AF1
ENSG00000177602.5,26.46725611,kdU2AF1
ENSG00000178623.12,16.4619753,kdU2AF1
ENSG00000178921.14,11.7618215,kdU2AF1
ENSG00000179832.17,48.93748893,kdU2AF1
ENSG00000183048.12,20.51968443,kdU2AF1
ENSG00000183888.4,14.84645706,kdU2AF1
ENSG00000184988.8,34.94862455,kdU2AF1
ENSG00000185090.15,27.37509006,kdU2AF1
ENSG00000185404.17,49.05422481,kdU2AF1
ENSG00000186230.7,54.71924213,kdU2AF1
ENSG00000188211.9,77.78578258,kdU2AF1
ENSG00000196743.9,39.15806474,kdU2AF1
ENSG00000197713.15,46.82934022,kdU2AF1
ENSG00000198231.13,0.382071792,kdU2AF1
ENSG00000198466.12,23.3319748,kdU2AF1
ENSG00000198498.10,38.15862915,kdU2AF1
ENSG00000198612.11,11.11336007,kdU2AF1
ENSG00000204128.6,22.00617949,kdU2AF1
ENSG00000204335.4,3.329595142,kdU2AF1
ENSG00000224093.5,54.29193966,kdU2AF1
ENSG00000228709.1,12.05995488,kdU2AF1
ENSG00000231587.1,29.87706966,kdU2AF1
ENSG00000235169.11,57.17992524,kdU2AF1
ENSG00000243679.1,28.28463771,kdU2AF1
ENSG00000244300.3,33.32881064,kdU2AF1
ENSG00000250474.2,38.45805785,kdU2AF1
ENSG00000256162.2,27.39057481,kdU2AF1
ENSG00000258867.6,21.18864508,kdU2AF1
ENSG00000260219.2,62.66769089,kdU2AF1
ENSG00000260276.2,10.30762849,kdU2AF1
ENSG00000260404.3,58.37708224,kdU2AF1
ENSG00000260573.4,60.1636931,kdU2AF1
ENSG00000262943.7,21.97632385,kdU2AF1
ENSG00000272606.1,35.63293312,kdU2AF1
ENSG00000279069.1,36.33631192,kdU2AF1
ENSG00000286024.1,18.79249877,kdU2AF1
ENSG00000286403.1,39.78718676,kdU2AF1
ENSG00000287733.1,80.65887971,kdU2AF1
ENSG00000288473.1,20.7116976,kdU2AF1
ENSG00000284820.1,3.894422224,kdU2AF1
ENSG00000282826.2,29.41814169,kdU2AF1
ENSG00000272145.1,30.93661297,kdU2AF1
ENSG00000269699.6,0.968548181,kdU2AF1
ENSG00000267056.2,35.18090606,kdU2AF1
ENSG00000260852.1,40.49262923,kdU2AF1
ENSG00000260604.2,39.19985578,kdU2AF1
ENSG00000259803.7,0.06614362,kdU2AF1
ENSG00000255277.3,51.35004127,kdU2AF1
ENSG00000254290.1,31.72276105,kdU2AF1
ENSG00000251595.7,26.94159959,kdU2AF1
NA,NA,kdU2AF1
ENSG00000237522.1,45.70370987,kdU2AF1
ENSG00000235381.1,40.47677138,kdU2AF1
ENSG00000233830.2,21.88893044,kdU2AF1
ENSG00000230952.1,77.69917108,kdU2AF1
ENSG00000228474.6,2.535930576,kdU2AF1
ENSG00000223508.5,44.40761286,kdU2AF1
ENSG00000223501.9,25.98336106,kdU2AF1
ENSG00000214796.8,36.96028484,kdU2AF1
ENSG00000214429.3,35.80223905,kdU2AF1
ENSG00000213886.4,18.00955782,kdU2AF1
ENSG00000213380.16,7.182662046,kdU2AF1
ENSG00000204713.11,11.73616875,kdU2AF1
ENSG00000204386.12,6.00757475,kdU2AF1
ENSG00000198833.7,8.735305801,kdU2AF1
ENSG00000198736.12,21.3334806,kdU2AF1
ENSG00000198171.13,18.42564627,kdU2AF1
ENSG00000196584.3,48.4633083,kdU2AF1
ENSG00000196497.17,2.569679451,kdU2AF1
ENSG00000188313.13,37.4853679,kdU2AF1
ENSG00000188002.10,34.30150314,kdU2AF1
ENSG00000187741.15,25.04218639,kdU2AF1
ENSG00000186910.4,6.601137713,kdU2AF1
ENSG00000186806.5,25.34191033,kdU2AF1
ENSG00000183808.11,9.830614534,kdU2AF1
ENSG00000183513.9,14.20543163,kdU2AF1
ENSG00000181924.7,5.250745714,kdU2AF1
ENSG00000181031.16,26.28049135,kdU2AF1
ENSG00000179604.10,3.463639243,kdU2AF1
ENSG00000179409.11,6.719240101,kdU2AF1
ENSG00000178917.17,64.8151868,kdU2AF1
ENSG00000178381.12,14.48755032,kdU2AF1
ENSG00000177830.18,15.40099573,kdU2AF1
ENSG00000173039.19,1.3925545,kdU2AF1
ENSG00000170322.14,10.95025929,kdU2AF1
ENSG00000169100.14,5.150810329,kdU2AF1
ENSG00000167747.15,0.953154667,kdU2AF1
ENSG00000165802.23,8.338702854,kdU2AF1
ENSG00000165282.14,27.29415777,kdU2AF1
ENSG00000164946.20,40.51131958,kdU2AF1
ENSG00000164050.13,2.528567488,kdU2AF1
ENSG00000163507.14,63.90807664,kdU2AF1
ENSG00000163251.4,2.29411668,kdU2AF1
ENSG00000162882.15,52.3301727,kdU2AF1
ENSG00000161944.16,2.452582238,kdU2AF1
ENSG00000160294.11,18.59163794,kdU2AF1
ENSG00000160193.12,84.02550591,kdU2AF1
ENSG00000158874.11,0.035146618,kdU2AF1
ENSG00000158604.15,26.48829469,kdU2AF1
ENSG00000157399.16,18.34739258,kdU2AF1
ENSG00000152291.14,8.776813288,kdU2AF1
ENSG00000150779.12,12.31513974,kdU2AF1
ENSG00000149485.19,5.708447841,kdU2AF1
ENSG00000147813.16,26.27120636,kdU2AF1
ENSG00000147164.12,18.01934434,kdU2AF1
ENSG00000146574.16,84.3166355,kdU2AF1
ENSG00000146535.14,25.0507721,kdU2AF1
ENSG00000146038.12,25.90112559,kdU2AF1
ENSG00000145919.11,5.310447033,kdU2AF1
ENSG00000144045.14,18.30536997,kdU2AF1
ENSG00000143409.15,58.06821532,kdU2AF1
ENSG00000140326.13,20.82423635,kdU2AF1
ENSG00000139194.8,6.444963121,kdU2AF1
ENSG00000137713.16,48.41096632,kdU2AF1
ENSG00000136827.12,10.30830635,kdU2AF1
ENSG00000135698.10,10.35293391,kdU2AF1
ENSG00000134569.10,21.20026171,kdU2AF1
ENSG00000133818.14,27.48450094,kdU2AF1
ENSG00000133193.12,13.16881738,kdU2AF1
ENSG00000132199.20,20.12254334,kdU2AF1
ENSG00000131153.9,16.50813546,kdU2AF1
ENSG00000131148.9,4.086719016,kdU2AF1
ENSG00000129354.12,14.34828692,kdU2AF1
ENSG00000128699.14,11.82467769,kdU2AF1
ENSG00000127423.11,16.28917083,kdU2AF1
ENSG00000126953.8,48.84466054,kdU2AF1
ENSG00000124571.18,22.67734199,kdU2AF1
ENSG00000123453.18,85.21797837,kdU2AF1
ENSG00000122965.11,6.759841236,kdU2AF1
ENSG00000121579.13,13.46332598,kdU2AF1
ENSG00000121390.19,55.30335079,kdU2AF1
ENSG00000120725.13,46.05523878,kdU2AF1
ENSG00000119559.17,31.15928018,kdU2AF1
ENSG00000116771.6,26.81575101,kdU2AF1
ENSG00000116580.19,12.19853647,kdU2AF1
ENSG00000115561.16,27.14958137,kdU2AF1
ENSG00000115514.12,41.04086821,kdU2AF1
ENSG00000114993.17,9.069920115,kdU2AF1
ENSG00000114850.7,7.973719879,kdU2AF1
ENSG00000114686.9,17.34699785,kdU2AF1
ENSG00000112308.13,5.781863267,kdU2AF1
ENSG00000111196.10,7.423310831,kdU2AF1
ENSG00000105379.10,1.928060131,kdU2AF1
ENSG00000104760.17,28.98570915,kdU2AF1
ENSG00000104228.13,36.53584545,kdU2AF1
ENSG00000103550.14,18.51946676,kdU2AF1
ENSG00000100593.18,13.05989183,kdU2AF1
ENSG00000100445.17,0.98995388,kdU2AF1
ENSG00000100350.15,7.852128261,kdU2AF1
ENSG00000099977.14,50.56944093,kdU2AF1
ENSG00000092330.18,5.203869163,kdU2AF1
ENSG00000092199.18,1.892946466,kdU2AF1
ENSG00000090863.12,9.913215961,kdU2AF1
ENSG00000089094.19,6.039464052,kdU2AF1
ENSG00000085840.13,20.49851669,kdU2AF1
ENSG00000083807.10,10.52570677,kdU2AF1
ENSG00000073614.13,41.66508826,kdU2AF1
ENSG00000070423.18,1.568124928,kdU2AF1
ENSG00000065427.15,1.661633295,kdU2AF1
ENSG00000053371.13,27.72972404,kdU2AF1
ENSG00000044446.12,15.00858032,kdU2AF1
ENSG00000041802.11,2.503891185,kdU2AF1
ENSG00000004455.17,1.990916872,kdU2AF1
ENSG00000011478.13,13.6370036,kdU2AF1
ENSG00000046651.15,37.85774291,kdU2AF1
ENSG00000062716.13,1.502870402,kdU2AF1
ENSG00000065548.18,1.519215582,kdU2AF1
ENSG00000071054.16,1.794830185,kdU2AF1
ENSG00000075420.13,38.58304096,kdU2AF1
ENSG00000077380.16,33.79470544,kdU2AF1
ENSG00000078269.15,17.82267791,kdU2AF1
ENSG00000079459.13,1.461878532,kdU2AF1
ENSG00000084734.9,17.78431881,kdU2AF1
ENSG00000085999.13,4.09842057,kdU2AF1
ENSG00000095380.11,4.477474704,kdU2AF1
ENSG00000100889.12,0.659225059,kdU2AF1
ENSG00000100938.18,0.904376511,kdU2AF1
ENSG00000101337.16,2.390250887,kdU2AF1
ENSG00000102390.11,17.79293817,kdU2AF1
ENSG00000104131.13,5.463087208,kdU2AF1
ENSG00000107185.10,8.333147158,kdU2AF1
ENSG00000109805.10,12.61197145,kdU2AF1
ENSG00000110917.8,0.641141772,kdU2AF1
ENSG00000111058.8,15.17795493,kdU2AF1
ENSG00000111321.11,0.297623235,kdU2AF1
ENSG00000111445.14,7.607533683,kdU2AF1
ENSG00000112578.10,26.42336851,kdU2AF1
ENSG00000115282.21,22.51005812,kdU2AF1
ENSG00000115839.18,9.473325423,kdU2AF1
ENSG00000115946.8,19.39435759,kdU2AF1
ENSG00000117593.12,25.51236903,kdU2AF1
ENSG00000117724.13,5.194426915,kdU2AF1
ENSG00000118518.16,7.310483732,kdU2AF1
ENSG00000119048.8,4.33679957,kdU2AF1
ENSG00000119471.15,42.50477823,kdU2AF1
ENSG00000119782.14,16.53652602,kdU2AF1
ENSG00000120437.9,7.692970207,kdU2AF1
ENSG00000122435.10,14.52422548,kdU2AF1
ENSG00000122873.12,30.8803164,kdU2AF1
ENSG00000124588.22,47.30157733,kdU2AF1
ENSG00000125629.15,10.73597419,kdU2AF1
ENSG00000126261.13,6.817429876,kdU2AF1
ENSG00000127774.7,0.814409164,kdU2AF1
ENSG00000128708.13,18.73549974,kdU2AF1
ENSG00000128944.13,34.15177279,kdU2AF1
ENSG00000129128.13,10.89995212,kdU2AF1
ENSG00000130803.15,3.050592478,kdU2AF1
ENSG00000130988.13,13.43676314,kdU2AF1
ENSG00000132670.20,24.31916769,kdU2AF1
ENSG00000134330.19,13.65684598,kdU2AF1
ENSG00000135249.8,30.39514257,kdU2AF1
ENSG00000136463.8,16.31337376,kdU2AF1
ENSG00000136718.10,0.662994623,kdU2AF1
ENSG00000136731.13,5.62799206,kdU2AF1
ENSG00000136738.15,18.44387488,kdU2AF1
ENSG00000136816.16,6.549159112,kdU2AF1
ENSG00000136824.19,44.72799122,kdU2AF1
ENSG00000136868.11,23.41998242,kdU2AF1
ENSG00000136874.11,12.30220358,kdU2AF1
ENSG00000137106.18,1.419499118,kdU2AF1
ENSG00000138363.15,3.00463717,kdU2AF1
ENSG00000138381.10,2.686510714,kdU2AF1
ENSG00000139133.7,35.52009137,kdU2AF1
ENSG00000139726.11,3.320457355,kdU2AF1
ENSG00000141428.17,19.17729167,kdU2AF1
ENSG00000142166.13,28.30063102,kdU2AF1
ENSG00000143337.19,21.34770333,kdU2AF1
ENSG00000143727.16,1.709148106,kdU2AF1
ENSG00000143924.19,7.974544031,kdU2AF1
ENSG00000144852.20,12.96860744,kdU2AF1
ENSG00000145916.19,30.04564736,kdU2AF1
ENSG00000148843.15,18.88259481,kdU2AF1
ENSG00000149657.20,14.82086166,kdU2AF1
ENSG00000149925.22,0.111657065,kdU2AF1
ENSG00000151014.6,32.40596182,kdU2AF1
ENSG00000152256.14,62.99773864,kdU2AF1
ENSG00000152455.16,59.32536054,kdU2AF1
ENSG00000153044.10,23.3933931,kdU2AF1
ENSG00000153551.14,10.4518553,kdU2AF1
ENSG00000155115.7,7.823231165,kdU2AF1
ENSG00000155463.14,1.440050104,kdU2AF1
ENSG00000155827.12,19.51475293,kdU2AF1
ENSG00000156110.15,35.05130228,kdU2AF1
ENSG00000158882.15,8.938638847,kdU2AF1
ENSG00000162607.13,3.991530702,kdU2AF1
ENSG00000163938.17,0.896372741,kdU2AF1
ENSG00000164056.11,3.350860839,kdU2AF1
ENSG00000164406.8,22.86255107,kdU2AF1
ENSG00000164975.15,68.04980538,kdU2AF1
ENSG00000165304.8,41.88201573,kdU2AF1
ENSG00000166037.11,10.77839179,kdU2AF1
ENSG00000167258.15,1.370887141,kdU2AF1
ENSG00000168116.14,20.09505367,kdU2AF1
ENSG00000168872.17,9.134458095,kdU2AF1
ENSG00000168876.9,4.664514181,kdU2AF1
ENSG00000169251.13,32.24321103,kdU2AF1
ENSG00000169299.14,45.44763698,kdU2AF1
ENSG00000170364.12,23.07601079,kdU2AF1
ENSG00000170632.14,30.65564293,kdU2AF1
ENSG00000171109.19,12.70525977,kdU2AF1
ENSG00000171234.14,17.83721315,kdU2AF1
ENSG00000173744.18,19.95070092,kdU2AF1
ENSG00000173890.17,8.544031521,kdU2AF1
ENSG00000175115.13,20.69214462,kdU2AF1
ENSG00000176890.16,3.392146197,kdU2AF1
ENSG00000178057.15,28.19202161,kdU2AF1
ENSG00000180210.15,15.85177148,kdU2AF1
ENSG00000180346.4,17.9837852,kdU2AF1
ENSG00000184661.14,42.96276482,kdU2AF1
ENSG00000186204.15,42.73689948,kdU2AF1
ENSG00000188811.14,11.57368184,kdU2AF1
ENSG00000196422.11,6.399940456,kdU2AF1
ENSG00000196646.12,17.13209124,kdU2AF1
ENSG00000197157.11,1.470489018,kdU2AF1
ENSG00000198429.10,14.09607903,kdU2AF1
ENSG00000198839.10,36.57076217,kdU2AF1
ENSG00000198863.7,48.44847342,kdU2AF1
ENSG00000204685.7,21.89457226,kdU2AF1
ENSG00000205138.4,7.838478007,kdU2AF1
ENSG00000206557.6,9.910261704,kdU2AF1
ENSG00000225439.3,12.16839322,kdU2AF1
ENSG00000234171.3,7.022545579,kdU2AF1
ENSG00000236255.2,16.84354477,kdU2AF1
ENSG00000241258.7,22.69180313,kdU2AF1
ENSG00000254783.1,50.86774694,kdU2AF1
ENSG00000257702.3,6.723670864,kdU2AF1
ENSG00000265354.4,23.22393959,kdU2AF1
ENSG00000266402.3,3.285567494,kdU2AF1
ENSG00000266490.1,45.08961851,kdU2AF1
NA.1,NA,kdU2AF1
ENSG00000273259.3,0.923831704,kdU2AF1
ENSG00000273344.1,5.879857924,kdU2AF1
ENSG00000274925.1,12.97651804,kdU2AF1
ENSG00000276292.1,23.44681035,kdU2AF1
ENSG00000286714.1,22.57317598,kdU2AF1
ENSG00000274422.1,29.63755242,kdU2AF1
ENSG00000090487.11,29.98208318,kdU2AF1
ENSG00000273162.1,36.28785029,kdU2AF1
ENSG00000272994.1,11.53200846,kdU2AF1
ENSG00000272599.2,11.22950474,kdU2AF1
ENSG00000266962.2,21.54825908,kdU2AF1
ENSG00000266680.1,15.10148323,kdU2AF1
ENSG00000255121.2,42.09189892,kdU2AF1
ENSG00000253598.3,59.64151775,kdU2AF1
ENSG00000243960.1,26.41742114,kdU2AF1
ENSG00000242485.6,7.812869831,kdU2AF1
ENSG00000237190.4,6.448809997,kdU2AF1
ENSG00000230863.3,21.25792423,kdU2AF1
ENSG00000228716.7,6.105592935,kdU2AF1
ENSG00000227038.3,29.70260162,kdU2AF1
ENSG00000226696.6,29.85476809,kdU2AF1
ENSG00000225377.6,45.79954758,kdU2AF1
ENSG00000214135.8,5.105281897,kdU2AF1
ENSG00000213801.4,17.7960623,kdU2AF1
ENSG00000205213.14,7.940690994,kdU2AF1
ENSG00000204628.12,0.03920246,kdU2AF1
ENSG00000196678.14,1.980209526,kdU2AF1
ENSG00000196670.14,11.37405663,kdU2AF1
ENSG00000196504.19,1.211088097,kdU2AF1
ENSG00000188985.6,87.01383122,kdU2AF1
ENSG00000188725.8,5.975934221,kdU2AF1
ENSG00000188529.15,2.749989197,kdU2AF1
ENSG00000188295.15,50.19639709,kdU2AF1
ENSG00000186063.13,16.89972451,kdU2AF1
ENSG00000185485.14,21.03574514,kdU2AF1
ENSG00000183576.13,12.23917882,kdU2AF1
ENSG00000183155.5,36.77152508,kdU2AF1
ENSG00000181817.6,7.048307579,kdU2AF1
ENSG00000180817.12,7.088180821,kdU2AF1
ENSG00000180329.14,5.398183621,kdU2AF1
ENSG00000178935.5,38.67257806,kdU2AF1
ENSG00000177946.7,3.331862298,kdU2AF1
ENSG00000177868.12,12.82941469,kdU2AF1
ENSG00000177383.5,0.798017158,kdU2AF1
ENSG00000176410.8,7.928992177,kdU2AF1
ENSG00000176401.6,19.25628675,kdU2AF1
ENSG00000173852.15,10.73489347,kdU2AF1
ENSG00000173588.15,43.43165665,kdU2AF1
ENSG00000173145.11,20.84320717,kdU2AF1
ENSG00000171560.16,0.272079194,kdU2AF1
ENSG00000170949.17,23.11630603,kdU2AF1
ENSG00000170448.12,30.50598595,kdU2AF1
ENSG00000169679.15,11.77532939,kdU2AF1
ENSG00000169223.15,0.719374923,kdU2AF1
ENSG00000168288.13,11.22367705,kdU2AF1
ENSG00000168264.11,0.240584761,kdU2AF1
ENSG00000165525.18,2.242484547,kdU2AF1
ENSG00000165471.7,23.13851859,kdU2AF1
ENSG00000165118.15,6.813288371,kdU2AF1
ENSG00000164933.12,29.72754345,kdU2AF1
ENSG00000164597.15,3.676770962,kdU2AF1
ENSG00000164180.14,43.78052904,kdU2AF1
ENSG00000164169.13,53.7356713,kdU2AF1
ENSG00000163481.8,0.612302931,kdU2AF1
ENSG00000163257.11,15.04785895,kdU2AF1
ENSG00000162980.17,23.2198039,kdU2AF1
ENSG00000162714.12,8.837684569,kdU2AF1
ENSG00000162702.8,1.987275605,kdU2AF1
ENSG00000161654.10,10.21641546,kdU2AF1
ENSG00000159131.17,18.51863765,kdU2AF1
ENSG00000158769.18,1.669897947,kdU2AF1
ENSG00000158711.14,10.22605939,kdU2AF1
ENSG00000156304.15,19.12262173,kdU2AF1
ENSG00000155438.12,2.965985836,kdU2AF1
ENSG00000153048.11,6.644816222,kdU2AF1
ENSG00000152990.14,4.372101851,kdU2AF1
ENSG00000152253.9,32.4216375,kdU2AF1
ENSG00000151893.15,17.58958078,kdU2AF1
ENSG00000150433.9,30.70179866,kdU2AF1
ENSG00000149634.4,27.46096503,kdU2AF1
ENSG00000149308.17,5.444897522,kdU2AF1
ENSG00000148690.12,32.10119037,kdU2AF1
ENSG00000146733.14,32.95055252,kdU2AF1
ENSG00000145386.11,5.668172243,kdU2AF1
ENSG00000143952.20,21.5698229,kdU2AF1
ENSG00000143498.18,85.0926659,kdU2AF1
ENSG00000141027.21,6.70814151,kdU2AF1
ENSG00000140319.11,0.888618367,kdU2AF1
ENSG00000138303.18,48.84697109,kdU2AF1
ENSG00000138075.14,25.92521716,kdU2AF1
ENSG00000137504.14,1.981309416,kdU2AF1
ENSG00000137168.8,5.773697228,kdU2AF1
ENSG00000137154.13,0.163246296,kdU2AF1
ENSG00000136936.11,15.78994971,kdU2AF1
ENSG00000136273.13,38.08801463,kdU2AF1
ENSG00000136270.14,3.499772249,kdU2AF1
ENSG00000136231.14,8.885739787,kdU2AF1
ENSG00000135953.11,4.255525361,kdU2AF1
ENSG00000135185.12,22.38997208,kdU2AF1
ENSG00000134575.13,15.57036157,kdU2AF1
ENSG00000132485.14,3.508134695,kdU2AF1
ENSG00000132436.11,22.26674878,kdU2AF1
ENSG00000132275.11,32.41979672,kdU2AF1
ENSG00000131791.8,5.585459389,kdU2AF1
ENSG00000131100.13,24.27809763,kdU2AF1
ENSG00000131013.4,18.17811397,kdU2AF1
ENSG00000128000.17,41.19938788,kdU2AF1
ENSG00000125730.17,0.193320095,kdU2AF1
ENSG00000125037.12,12.13872911,kdU2AF1
ENSG00000124787.14,25.61637514,kdU2AF1
ENSG00000124172.10,4.809625508,kdU2AF1
ENSG00000123992.20,7.528110108,kdU2AF1
ENSG00000123600.20,15.29612226,kdU2AF1
ENSG00000123219.13,24.7531991,kdU2AF1
ENSG00000122952.17,2.883939275,kdU2AF1
